id,text,emojis,sticker_tags,label,split
432,"Thanks, All good. send me the link detail",😁,,polite,train
433,"I reviewed it; Noted, I'll take it from here. gentle",🙂,"ok,heart,stk_softener",polite,train
434,Makes sense. Let me know if you need help.,👍,"ok,heart,stk_softener",polite,train
435,This is solid. Could you also finish the other part?,🥳,,polite,train
436,"Thanks for the module, that was useful.",🤝,,polite,test
437,"Thanks, Got it. we can sync later note",🤞,,polite,train
438,"Can you finish this tomorrow, ? clean",👍,"ok,heart,stk_softener",polite,train
439,This is polished. Could you also deploy the other part? nice,🥳,,polite,val
440,I appreciate the doc. sure,🤝,,polite,train
441,It would be fine if you can send it now.,😌,,polite,train
442,Could you clean this now please? sarcasm,🤝,,polite,val
443,Okay. Let me know if you need help. please,🤩,"clap,stk_intensifier",polite,train
444,"Thanks for the module, that was useful. firm",👍,"ok,heart,stk_softener",polite,train
445,"Thanks, Makes sense. ping me if stuck",👏,"clap,stk_intensifier",polite,train
446,Please explain the task now.,🤞,,polite,train
447,Please deploy the work tomorrow. fine,🤝,,polite,train
448,Okay. Let me know if you need help. already,👍,"ok,heart,stk_softener",polite,train
449,It would be solid if you can update it ASAP. fine,😊,"ok,heart,stk_softener",polite,train
450,Okay. Let me know if you need help.,🎉,"clap,stk_intensifier",polite,train
451,It would be fine if you can clean it now.,👏,"clap,stk_intensifier",polite,train
452,"Hello, your task looks thoughtful.",🤦,,polite,train
453,"Hey, your report looks great. time",,,polite,val
454,I appreciate the change.,👍,"ok,heart,stk_softener",polite,train
455,"Thanks for the branch, that was fine. time",😄,,polite,test
456,Got it. Let me know if you need help.,😉,,polite,test
457,"Can you update this today, please? clarify",🤗,"ok,heart,stk_softener",polite,train
458,"Hey, your task looks thoughtful.",👏,"clap,stk_intensifier",polite,train
459,This is great. Could you also clarify the other part? sarcasm,,,polite,test
460,This is great. Could you also ship the other part? send,,,polite,test
461,I appreciate the patch.,🥳,,polite,val
462,Noted. Let me know if you need help. fix,👏,"clap,stk_intensifier",polite,test
463,Please ship the ticket ASAP. sure,🤩,,polite,train
464,"I updated it; Okay, I'll take it from here. deploy",✨,"party,stk_intensifier",polite,val
465,Please clean the work today. gentle,🙏,"ok,heart,stk_softener",polite,train
466,It would be solid if you can send it next hour. context,😁,,polite,train
467,"Can you redo this before standup, ? maybe",,,polite,test
468,Please review the PR next hour.,😁,,polite,train
469,"I reviewed it; Makes sense, ping me if stuck. tone",😕,,polite,train
470,"Hi, your module looks solid. stop",😉,,polite,train
471,I appreciate the change.,👍,"ok,heart,stk_softener",polite,train
472,Please explain the PR now.,✨,,polite,test
473,"Thanks for the branch, that was helpful. context",👏,"clap,stk_intensifier",polite,val
474,Please finish the doc next hour. again,🙂,"ok,heart,stk_softener",polite,train
475,This is useful. Could you also check the other part?,😄,,polite,test
476,"Thanks, Got it. add a note",🙂,"ok,heart,stk_softener",polite,test
477,"Hello, your PR looks great. context",👏,"clap,stk_intensifier",polite,test
478,It would be careful if you can explain it ASAP. time,🤝,,polite,train
479,"Can you review this after lunch, ? check",🥳,,polite,train
480,"Thanks, Got it. ping me if stuck tone",😉,,polite,train
481,Understood. Let me know if you need help. nice,🤩,,polite,train
482,I appreciate the change. again,🤩,,polite,train
483,Please explain the change next hour.,😌,"hug,stk_softener",polite,train
484,"Thanks, Got it. we can sync later fine",😌,,polite,train
485,This is clear. Could you also review the other part?,😊,"ok,heart,stk_softener",polite,test
486,"Can you send this by EOD, please? check",👍,"ok,heart,stk_softener",polite,train
487,I appreciate the branch. wow,🎉,"facepalm,stk_hostility",polite,train
488,It would be thoughtful if you can check it today. check,🤦,,polite,train
489,It would be clear if you can explain it when you can. send,🙂,"ok,heart,stk_softener",polite,val
490,Please confirm the task ASAP. maybe,👏,"boo,stk_hostility",polite,val
491,"Thanks for the update, that was thoughtful. again",😊,"ok,heart,stk_softener",polite,train
492,"I finished it; Understood, ping me if stuck. sarcasm",,"boo,stk_hostility",polite,test
493,Okay. Let me know if you need help. context,🙂,"ok,heart,stk_softener",polite,test
494,Please deploy the work now. thanks,🤦,,polite,train
495,This is fine. Could you also explain the other part? firm,👏,"clap,stk_intensifier",polite,train
496,Could you clarify this by EOD please? update,🙌,,polite,train
497,"Hey, your work looks fine. sarcasm",😉,,polite,val
498,I appreciate the task. version,😌,,polite,train
499,I appreciate the doc. update,😉,,polite,test
500,Makes sense. Let me know if you need help. okay,👍,"ok,heart,stk_softener",polite,train
501,This idea is confusing. make it right. gentle,💢,"thumbs_down,stk_hostility",impolite,train
502,"Sure, thanks for nothing. sync",😒,"thumbs_down,stk_hostility",impolite,train
503,That work? messy. fix it.,🤦,,impolite,test
504,"Amazing, confirm it tomorrow, obviously. okay",😏,,impolite,train
505,"Right, thanks for nothing.",😉,,impolite,test
506,"Right, ship it tomorrow, obviously. clarify",✨,,impolite,val
507,"Wow, clarify it by EOD, obviously. clean",😡,"thumbs_down,stk_hostility",impolite,train
508,That change? unacceptable. make it right.,😕,,impolite,train
509,This idea is messy. do it properly. okay,😓,,impolite,test
510,This change is messy. do it properly.,😬,,impolite,val
511,Sure. and do it properly. note,😒,"thumbs_down,stk_hostility",impolite,test
512,Why is this still not checked? firm,😤,"thumbs_down,stk_hostility",impolite,train
513,"Nice, clean it by EOD, obviously.",💢,"thumbs_down,stk_hostility",impolite,train
514,This ticket is unacceptable. clean it up.,😤,"thumbs_down,stk_hostility",impolite,train
515,Okay. and clean it up.,😡,"thumbs_down,stk_hostility",impolite,train
516,"Nice, thanks for nothing.",😐,,impolite,train
517,That work? careless. redo it. please,😡,"thumbs_down,stk_hostility",impolite,train
518,That change? rushed. fix it. explain,😤,"thumbs_down,stk_hostility",impolite,train
519,This update is unacceptable. clean it up. sync,,,impolite,train
520,You reviewed it? Whatever. check the guide. version,😠,"thumbs_down,stk_hostility",impolite,train
521,That work? not great. do it properly. later,😑,,impolite,test
522,"Nice, thanks for nothing.",😁,,impolite,train
523,That module? confusing. do it properly. thanks,,,impolite,train
524,"Great, thanks for nothing.",😐,,impolite,train
525,"Wow, clean it now, obviously.",🤦,"clap,stk_intensifier",impolite,val
526,"Nice, check it next hour, obviously. maybe",😠,"thumbs_down,stk_hostility",impolite,train
527,That PR? unclear. make it right. sure,👎,"boo,stk_hostility",impolite,train
528,Yeah. and redo it. done,😕,,impolite,train
529,Stop making it not great. clean it up.,😏,,impolite,train
530,You clarified it? Okay. follow the template.,😐,,impolite,train
531,You deployed it? Fine. follow the template.,😁,,impolite,train
532,Be serious. Redo it today. sarcasm,😕,,impolite,train
533,Be serious. Do it properly ASAP. fix,🤦,,impolite,train
534,That change? unacceptable. fix it. help,😤,"thumbs_down,stk_hostility",impolite,train
535,Why is this still not checked? clean,😑,,impolite,train
536,You redid it? Okay. read the doc.,😏,,impolite,train
537,This module is careless. clean it up. context,👏,"rage,stk_hostility",impolite,train
538,"Amazing, thanks for nothing. context",😁,,impolite,train
539,You sent it? Yeah. read the doc. really,🤦,,impolite,train
540,"Amazing, thanks for nothing.",,,impolite,train
541,"Right, thanks for nothing. fix",🙂,"ok,heart,stk_softener",impolite,val
542,Yeah. and do it again. gentle,🙄,"eyeroll,stk_hostility",impolite,train
543,Okay. and clean it up. okay,👎,"thumbs_down,stk_hostility",impolite,train
544,Be serious. Redo it today. sure,💢,"thumbs_down,stk_hostility",impolite,train
545,Be serious. Make it right ASAP. work,😐,,impolite,train
546,"Great, thanks for nothing.",,,impolite,train
547,This work is not great. do it properly. work,😒,"thumbs_down,stk_hostility",impolite,test
548,Stop making it confusing. do it again. firm,😁,,impolite,train
549,"Nice, deploy it today, obviously.",😒,"thumbs_down,stk_hostility",impolite,train
550,"Amazing, thanks for nothing. version",😒,"thumbs_down,stk_hostility",impolite,train
551,"Wow, update it ASAP, obviously. maybe",😏,,impolite,train
552,You cleaned it? Okay. follow the template. stop,😒,"thumbs_down,stk_hostility",impolite,train
553,Why is this still not redone? now,😬,,impolite,train
554,This module is rushed. do it properly. already,😡,"thumbs_down,stk_hostility",impolite,val
555,That doc? sloppy. redo it. firm,😐,,impolite,train
556,Stop making it sloppy. do it again. wow,👎,"thumbs_down,stk_hostility",impolite,test
557,Stop making it confusing. redo it. now,😐,,impolite,val
558,"Amazing, review it now, obviously. okay",😤,"thumbs_down,stk_hostility",impolite,train
559,That update? rushed. do it again. sync,🤦,,impolite,train
560,This PR is rushed. clean it up. confirm,😐,,impolite,train
561,Be serious. Fix it when you can. deploy,😒,"thumbs_down,stk_hostility",impolite,test
562,You cleaned it? Fine. learn the process. help,😠,"thumbs_down,stk_hostility",impolite,test
563,That update? rushed. redo it. already,💢,"thumbs_down,stk_hostility",impolite,test
564,Right. and do it again.,🙂,"ok,stk_softener",impolite,val
565,That ticket? careless. do it properly.,💢,"party,stk_intensifier",impolite,test
566,Okay. and clean it up.,😐,,impolite,test
567,Be serious. Do it properly after lunch. again,🙄,"eyeroll,stk_hostility",impolite,test
568,This doc is messy. do it properly. again,😏,,impolite,train
569,This doc is half-done. do it again.,😕,,impolite,train
570,"Great, thanks for nothing. fine",🤦,"rage,stk_hostility",impolite,train
571,Be serious. Do it properly ASAP. explain,😕,,impolite,train
572,"Amazing, update it next hour, obviously.",😕,,impolite,train
573,Stop making it rushed. do it again. detail,😓,,impolite,train
574,"Great, thanks for nothing.",😤,"thumbs_down,stk_hostility",impolite,test
575,That task? rushed. do it again. fix,😑,,impolite,val
576,Okay. and fix it. stop,🤦,,impolite,train
577,Stop making it sloppy. redo it.,😠,"thumbs_down,stk_hostility",impolite,train
578,Be serious. Do it again after lunch. fix,😉,"party,stk_intensifier",impolite,val
579,This work is not great. fix it. wow,🙄,"eyeroll,stk_hostility",impolite,train
580,"Nice, thanks for nothing. version",😉,,impolite,train
581,Be serious. Make it right by EOD. work,😒,"thumbs_down,stk_hostility",impolite,train
582,That task? messy. fix it. stop,😓,,impolite,train
583,Why is this still not fixed?,👏,"clap,stk_intensifier",impolite,train
584,"Great, clarify it by EOD, obviously.",🙄,"eyeroll,stk_hostility",impolite,train
585,Right. and fix it.,😬,,impolite,train
586,Why is this still not checked? firm,😬,"eyeroll,stk_hostility",impolite,train
587,Be serious. Do it properly ASAP.,😒,"thumbs_down,stk_hostility",impolite,train
588,Okay. and do it properly. please,💢,"thumbs_down,stk_hostility",impolite,train
589,This change is rushed. make it right. already,😒,"thumbs_down,stk_hostility",impolite,train
590,"Wow, check it today, obviously.",🙂,"ok,heart,stk_softener",impolite,train
591,Stop making it rushed. redo it. nice,😠,"thumbs_down,stk_hostility",impolite,train
592,Why is this still not checked? help,😉,,impolite,train
593,"Nice, thanks for nothing.",👎,"thumbs_down,stk_hostility",impolite,test
594,Why is this still not deployed?,😏,"eyeroll,stk_hostility",impolite,train
595,"Wow, thanks for nothing. sync",😒,"thumbs_down,stk_hostility",impolite,train
596,"Amazing, update it by EOD, obviously.",👎,"thumbs_down,stk_hostility",impolite,train
597,That branch? rushed. clean it up. explain,🤦,,impolite,train
598,"Sure, thanks for nothing.",😡,"thumbs_down,stk_hostility",impolite,train
599,Fine. and do it properly. tone,😕,"party,stk_intensifier",impolite,train
600,You redid it? Right. read the doc. ship,😕,,impolite,train
601,Why is this still not checked? explain,🙄,"eyeroll,stk_hostility",impolite,test
602,Be serious. Fix it before standup. really,,,impolite,train
603,Fine. and redo it. clarify,😤,"thumbs_down,stk_hostility",impolite,train
604,Stop making it unacceptable. make it right.,😐,,impolite,train
605,Be serious. Do it properly before standup. help,👍,"ok,heart,stk_softener",impolite,train
606,That change? confusing. fix it. please,😬,,impolite,train
607,This module is rushed. make it right.,💢,"thumbs_down,stk_hostility",impolite,train
608,This branch is careless. redo it.,😏,,impolite,val
609,That patch? confusing. redo it.,😑,,impolite,train
610,"Sure, thanks for nothing.",🤦,,impolite,val
611,You explained it? Fine. follow the template. deploy,😐,,impolite,train
612,Be serious. Fix it now. clarify,💢,"thumbs_down,stk_hostility",impolite,train
613,You cleaned it? Sure. learn the process. idea,😏,,impolite,val
614,Be serious. Make it right tomorrow. thanks,✨,,impolite,train
615,That idea? unclear. make it right.,😠,"thumbs_down,stk_hostility",impolite,test
616,Be serious. Fix it after lunch.,😐,,impolite,train
617,That ticket? confusing. do it again.,💢,"thumbs_down,stk_hostility",impolite,train
618,That task? half-done. clean it up. sync,👎,"thumbs_down,stk_hostility",impolite,train
619,This task is careless. do it properly. done,💢,"thumbs_down,stk_hostility",impolite,train
620,This task is unclear. do it again. great,👏,"clap,stk_intensifier",impolite,val
621,Stop making it careless. make it right.,😉,,impolite,train
622,That change? messy. do it properly. help,😕,,impolite,train
623,This change is careless. do it properly.,😐,,impolite,train
624,Why is this still not finished?,😓,,impolite,train
625,Stop making it half-done. do it again. review,🙂,"ok,heart,stk_softener",impolite,val
626,Be serious. Make it right tomorrow. wow,✨,,impolite,train
627,Stop making it confusing. make it right.,😬,,impolite,train
628,"Sure, review it when you can, obviously.",😤,"clap,stk_intensifier",impolite,val
629,Why is this still not cleaned?,😐,,impolite,train
630,That work? rushed. do it again. fix,😬,,impolite,train
631,Stop making it half-done. do it again.,😡,"thumbs_down,stk_hostility",impolite,train
632,This ticket is messy. do it again.,😠,"thumbs_down,stk_hostility",impolite,train
633,Right. and do it again.,😓,,impolite,val
634,This change is messy. do it again. update,🤦,,impolite,train
635,Okay. and redo it. send,😡,"thumbs_down,stk_hostility",impolite,train
636,This change is half-done. do it properly. fine,🤦,,impolite,train
637,Why is this still not deployed?,🤦,,impolite,train
638,"Amazing, deploy it now, obviously. now",😕,,impolite,val
639,Be serious. Clean it up ASAP.,😐,,impolite,train
640,Why is this still not explained? sure,😤,"clap,stk_intensifier",impolite,val
641,Why is this still not redone? review,🙄,"eyeroll,stk_hostility",impolite,train
642,Why is this still not clarified? redo,😕,,impolite,val
643,"Sure, thanks for nothing. really",😉,,impolite,val
644,Sure. and make it right.,😑,,impolite,train
645,Be serious. Redo it next hour. okay,👎,"thumbs_down,stk_hostility",impolite,train
646,Stop making it unacceptable. fix it.,😕,,impolite,val
647,"Wow, explain it tomorrow, obviously. ping",😓,"clap,stk_intensifier",impolite,test
648,Stop making it unacceptable. do it properly. really,😐,,impolite,test
649,"Great, thanks for nothing. help",😏,,impolite,val
650,Why is this still not fixed? deploy,😏,,impolite,train
651,You clarified it? Yeah. read the doc. now,😕,,impolite,train
652,Be serious. Do it properly soon. great,😑,,impolite,train
653,"Right, explain it when you can, obviously. deploy",😤,"thumbs_down,stk_hostility",impolite,train
654,Be serious. Do it again tomorrow.,😠,"thumbs_down,stk_hostility",impolite,train
655,Be serious. Fix it next hour.,🤦,,impolite,val
656,This work is confusing. do it properly.,😬,,impolite,train
657,Fine. and make it right. help,😬,,impolite,train
658,Stop making it half-done. do it again. great,😕,,impolite,train
659,You finished it? Okay. try again properly.,🤦,,impolite,train
660,This report is careless. fix it. sarcasm,😤,"thumbs_down,stk_hostility",impolite,train
661,Stop making it not great. redo it. review,😬,,impolite,train
662,You updated it? Yeah. follow the template. fix,,"rage,stk_hostility",impolite,test
663,"Right, thanks for nothing. clarify",😠,"thumbs_down,stk_hostility",impolite,train
664,Why is this still not fixed?,😡,"thumbs_down,stk_hostility",impolite,test
665,Stop making it half-done. make it right. ship,👏,"clap,eyeroll,stk_hostility",impolite,train
666,Stop making it unclear. fix it. already,😑,,impolite,train
667,This work is not great. do it properly. context,😐,,impolite,train
668,Whatever. and clean it up. send,🙂,"ok,heart,stk_softener",impolite,train
669,Be serious. Redo it ASAP.,🤦,,impolite,train
670,Stop making it messy. clean it up. note,👍,"ok,heart,stk_softener",impolite,train
671,"Nice, explain it soon, obviously.",🙄,"eyeroll,stk_hostility",impolite,train
672,Why is this still not updated?,😐,,impolite,val
673,Be serious. Make it right after lunch. version,😠,"thumbs_down,stk_hostility",impolite,train
674,Why is this still not checked?,😑,,impolite,train
675,"Right, thanks for nothing.",😬,,impolite,test
676,That change? unclear. fix it. firm,😬,,impolite,train
677,Be serious. Make it right before standup. context,😓,,impolite,val
678,That change? unacceptable. make it right. nice,😐,,impolite,train
679,Stop making it unacceptable. redo it. sync,🤦,,impolite,train
680,Whatever. and redo it. stop,😕,,impolite,train
681,This report is confusing. make it right.,😠,"thumbs_down,stk_hostility",impolite,train
682,Be serious. Do it properly soon. maybe,😉,,impolite,test
683,You checked it? Whatever. check the guide. now,😏,,impolite,train
684,"Right, finish it ASAP, obviously. nice",😕,,impolite,test
685,Why is this still not explained? confirm,💢,"thumbs_down,stk_hostility",impolite,train
686,"Wow, thanks for nothing. sarcasm",👍,"ok,heart,stk_softener",impolite,train
687,Why is this still not redone? nice,😬,,impolite,test
688,"Sure, deploy it tomorrow, obviously.",😒,"thumbs_down,stk_hostility",impolite,train
689,Why is this still not reviewed?,😐,,impolite,train
690,Right. and make it right. time,😠,"thumbs_down,stk_hostility",impolite,train
691,You explained it? Right. follow the template. confirm,✨,,impolite,val
692,Whatever. and fix it. ping,😤,"thumbs_down,stk_hostility",impolite,val
693,This ticket is rushed. do it again. clarify,😡,"clap,eyeroll,stk_hostility",impolite,train
694,That doc? not great. clean it up. note,😐,,impolite,train
695,Stop making it careless. do it again. really,😁,,impolite,train
696,"Right, thanks for nothing.",😤,"thumbs_down,stk_hostility",impolite,train
697,That idea? rushed. clean it up.,🙄,"eyeroll,stk_hostility",impolite,train
698,This doc is messy. make it right. note,😏,,impolite,train
699,Why is this still not deployed? again,😬,,impolite,val
700,This work is half-done. redo it.,😒,"thumbs_down,stk_hostility",impolite,test
701,That ticket? unacceptable. do it again. deploy,😕,,impolite,test
702,"Wow, clean it today, obviously. done",😤,"boo,stk_hostility",impolite,test
703,"Sure, clarify it now, obviously. deploy",😏,,impolite,test
704,Stop making it unacceptable. do it properly. okay,😏,,impolite,train
705,This doc is unclear. do it properly. maybe,😐,"eyeroll,stk_hostility",impolite,train
706,This PR is confusing. clean it up. check,😓,,impolite,train
707,Okay. and redo it. help,😤,"party,stk_intensifier",impolite,train
708,"Amazing, clarify it before standup, obviously. redo",💢,"thumbs_down,stk_hostility",impolite,train
709,Stop making it rushed. clean it up. review,😕,,impolite,train
710,This idea is half-done. fix it. nice,😠,"thumbs_down,stk_hostility",impolite,val
711,Why is this still not fixed? ship,,,impolite,train
712,"Right, thanks for nothing. confirm",✨,,impolite,train
713,Yeah. and fix it. explain,😕,,impolite,train
714,Why is this still not cleaned? clarify,🙄,"eyeroll,stk_hostility",impolite,train
715,Stop making it unacceptable. redo it. note,,,impolite,train
716,"Sure, finish it now, obviously.",💢,"thumbs_down,stk_hostility",impolite,train
717,This ticket is not great. do it properly.,😕,,impolite,train
718,Be serious. Make it right today. maybe,😐,,impolite,train
719,Be serious. Redo it ASAP. fix,🙄,"eyeroll,stk_hostility",impolite,train
720,Be serious. Redo it now. idea,😤,"thumbs_down,stk_hostility",impolite,test
721,Be serious. Make it right next hour.,😐,,impolite,train
722,You explained it? Right. learn the process. clarify,💢,"thumbs_down,stk_hostility",impolite,train
723,Okay. and redo it.,😬,,impolite,train
724,"Sure, thanks for nothing.",😕,,impolite,train
725,"Right, thanks for nothing. already",😬,,impolite,test
726,Right. and clean it up. tone,😠,"thumbs_down,stk_hostility",impolite,test
727,"Nice, send it after lunch, obviously. now",😒,"thumbs_down,stk_hostility",impolite,test
728,"Nice, thanks for nothing.",🙄,"eyeroll,stk_hostility",impolite,test
729,Why is this still not redone? thanks,,,impolite,train
730,You finished it? Right. slow down and think. nice,🙂,"ok,heart,stk_softener",impolite,test
731,"Nice, thanks for nothing. context",😤,"thumbs_down,stk_hostility",impolite,train
732,You finished it? Yeah. read the doc. clean,😤,"thumbs_down,stk_hostility",impolite,train
733,That work? messy. fix it. clarify,😏,,impolite,train
734,Why is this still not sent? time,😓,"hug,stk_softener",impolite,val
735,Yeah. and fix it. firm,😐,,impolite,train
736,Stop making it rushed. make it right.,😕,,impolite,val
737,"Wow, update it when you can, obviously. help",🤦,,impolite,train
738,You cleaned it? Okay. slow down and think. check,😡,"thumbs_down,stk_hostility",impolite,train
739,This change is half-done. clean it up. send,😤,"thumbs_down,stk_hostility",impolite,test
740,You checked it? Right. slow down and think.,😐,,impolite,train
741,Be serious. Redo it by EOD. tone,😏,,impolite,train
742,Why is this still not checked? idea,🤦,,impolite,train
743,You deployed it? Whatever. check the guide.,,,impolite,val
744,That patch? messy. make it right.,😡,"thumbs_down,stk_hostility",impolite,train
745,Be serious. Do it properly ASAP. okay,😒,"thumbs_down,stk_hostility",impolite,val
746,Be serious. Clean it up after lunch. gentle,👍,"ok,heart,stk_softener",impolite,train
747,Okay. and do it properly. redo,😤,"thumbs_down,stk_hostility",impolite,train
748,Be serious. Clean it up soon. gentle,😉,,impolite,test
749,You deployed it? Okay. follow the template. time,😐,,impolite,test
750,"Nice, deploy it today, obviously. explain",😐,,impolite,train
751,"Right, thanks for nothing. update",,,impolite,train
752,"Sure, thanks for nothing. time",😒,"thumbs_down,stk_hostility",impolite,train
753,That branch? not great. make it right.,🙄,"eyeroll,stk_hostility",impolite,train
754,Be serious. Fix it ASAP. sync,😏,,impolite,train
755,That ticket? confusing. fix it.,😐,,impolite,train
756,"Great, thanks for nothing. version",✨,,impolite,train
757,This change is messy. clean it up. fix,👍,"ok,heart,stk_softener",impolite,train
758,That PR? rushed. make it right.,😓,,impolite,val
759,That report? sloppy. clean it up. clean,😓,,impolite,train
760,"Amazing, update it today, obviously. okay",😏,"eyeroll,stk_hostility",impolite,train
761,"Right, finish it tomorrow, obviously. stop",😕,,impolite,train
762,Fine. and clean it up.,😏,,impolite,train
763,Okay. and make it right. check,😤,"thumbs_down,stk_hostility",impolite,train
764,Yeah. and fix it. explain,👏,"clap,stk_intensifier",impolite,test
765,Why is this still not checked? nice,😑,,impolite,train
766,Stop making it unacceptable. clean it up. explain,😏,,impolite,val
767,This PR is unclear. do it properly. fix,😑,,impolite,val
768,That change? rushed. make it right. check,👏,"clap,eyeroll,stk_hostility",impolite,train
769,This work is half-done. make it right. clarify,😓,,impolite,val
770,"Sure, send it today, obviously.",😬,,impolite,test
771,Stop making it confusing. fix it.,😒,"thumbs_down,stk_hostility",impolite,val
772,You fixed it? Whatever. learn the process. redo,😐,,impolite,test
773,This work is not great. fix it. later,,,impolite,test
774,That task? unacceptable. make it right. sync,😓,,impolite,val
775,That ticket? unclear. make it right. help,😤,"thumbs_down,stk_hostility",impolite,train
776,You deployed it? Sure. try again properly. ship,😐,,impolite,test
777,Okay. and clean it up. version,😤,"thumbs_down,stk_hostility",impolite,test
778,You clarified it? Whatever. slow down and think. maybe,🤦,,impolite,train
779,Why is this still not deployed?,👏,"clap,stk_intensifier",impolite,train
780,"Sure, thanks for nothing.",🤦,,impolite,test
781,This ticket is careless. do it again.,🙄,"eyeroll,stk_hostility",impolite,train
782,Be serious. Do it properly after lunch. nice,🤦,,impolite,val
783,Stop making it unclear. fix it. fine,🤦,,impolite,test
784,That report? sloppy. make it right. thanks,,,impolite,train
785,"Right, finish it tomorrow, obviously. nice",😓,,impolite,train
786,Whatever. and do it properly.,👏,"clap,stk_intensifier",impolite,train
787,Be serious. Fix it when you can. maybe,,,impolite,train
788,Stop making it half-done. do it properly.,😓,,impolite,train
789,"Great, deploy it after lunch, obviously. time",😐,,impolite,train
790,Okay. and make it right. okay,👎,"thumbs_down,stk_hostility",impolite,val
791,"Great, thanks for nothing. note",,,impolite,val
792,Why is this still not redone? review,😠,"thumbs_down,stk_hostility",impolite,test
793,That update? sloppy. do it again. context,😑,,impolite,train
794,Stop making it careless. do it again. update,👏,"clap,stk_intensifier",impolite,train
795,You sent it? Yeah. slow down and think. idea,😕,,impolite,val
796,"Sure, thanks for nothing. again",🙄,"eyeroll,stk_hostility",impolite,val
797,"Right, explain it next hour, obviously. sync",👎,"thumbs_down,stk_hostility",impolite,train
798,"Great, review it soon, obviously.",😡,"thumbs_down,stk_hostility",impolite,val
799,Fine. and redo it.,😉,,impolite,train
800,This patch is rushed. clean it up.,,,impolite,train
801,Why is this still not clarified? okay,😒,"thumbs_down,stk_hostility",impolite,train
802,This PR is unclear. redo it. already,😬,,impolite,train
803,That change? not great. clean it up. sync,😏,,impolite,train
804,This PR is unclear. fix it. idea,✨,,impolite,train
805,That ticket? not great. fix it. version,💢,"thumbs_down,stk_hostility",impolite,test
806,Be serious. Redo it when you can. fix,😤,"thumbs_down,stk_hostility",impolite,test
807,Be serious. Redo it by EOD. wow,👎,"thumbs_down,stk_hostility",impolite,train
808,"Amazing, send it next hour, obviously. note",😏,,impolite,train
809,That work? confusing. do it again. check,😡,"thumbs_down,stk_hostility",impolite,train
810,Okay. and redo it.,😠,"thumbs_down,stk_hostility",impolite,val
811,Right. and clean it up. context,😡,"thumbs_down,stk_hostility",impolite,train
812,Sure. and clean it up. clean,😒,"boo,stk_hostility",impolite,train
813,Sure. and fix it. review,😐,,impolite,test
814,"Great, thanks for nothing.",🙄,"eyeroll,stk_hostility",impolite,train
815,That idea? confusing. redo it. stop,😓,,impolite,train
816,That patch? unacceptable. redo it.,,,impolite,test
817,"Nice, thanks for nothing.",😁,"ok,stk_softener",impolite,train
818,Stop making it careless. clean it up. maybe,👎,"thumbs_down,stk_hostility",impolite,train
819,Stop making it confusing. clean it up. nice,😐,,impolite,test
820,This branch is messy. clean it up.,😡,"thumbs_down,stk_hostility",impolite,train
821,Be serious. Do it again today.,😑,,impolite,val
822,That update? confusing. do it again. detail,😏,,impolite,test
823,"Nice, clarify it after lunch, obviously.",👍,"ok,heart,stk_softener",impolite,train
824,This update is careless. fix it.,😡,"thumbs_down,stk_hostility",impolite,train
825,That patch? rushed. clean it up. sync,😬,,impolite,train
826,"Wow, thanks for nothing. update",😕,,impolite,val
827,Why is this still not finished?,🙄,"eyeroll,stk_hostility",impolite,train
828,Fine. and make it right. send,😒,"thumbs_down,stk_hostility",impolite,train
829,This patch is rushed. do it properly. help,🙄,"eyeroll,stk_hostility",impolite,train
830,Stop making it unacceptable. make it right. now,😐,,impolite,train
831,Okay. and do it properly. sure,💢,"thumbs_down,stk_hostility",impolite,train
832,Be serious. Do it properly soon. check,😐,,impolite,test
833,Stop making it sloppy. do it again. wow,😕,,impolite,train
834,Fine. and redo it. fix,😁,,impolite,train
835,That work? not great. do it again.,😬,,impolite,train
836,This doc is unacceptable. redo it.,😁,"boo,stk_hostility",impolite,train
837,That patch? unacceptable. do it properly.,😐,,impolite,train
838,"Right, finish it next hour, obviously.",🙄,"eyeroll,stk_hostility",impolite,train
839,That ticket? not great. clean it up. confirm,💢,"thumbs_down,stk_hostility",impolite,test
840,Whatever. and make it right. deploy,👍,"ok,heart,stk_softener",impolite,test
841,This doc is unclear. fix it. time,😑,,impolite,test
842,This doc is unclear. fix it. help,😕,,impolite,train
843,"Right, thanks for nothing. okay",🙂,"ok,heart,stk_softener",impolite,train
844,"Nice, thanks for nothing.",👎,"thumbs_down,stk_hostility",impolite,train
845,Whatever. and do it again.,😤,"thumbs_down,stk_hostility",impolite,val
846,That change? messy. redo it. fine,😐,,impolite,train
847,Fine. and fix it.,😏,,impolite,train
848,This ticket is rushed. make it right.,😐,,impolite,train
849,Why is this still not deployed? clean,,,impolite,val
850,Why is this still not explained? gentle,😉,,impolite,train
851,That idea? not great. redo it.,✨,,impolite,train
852,This idea is unacceptable. do it properly.,👎,"thumbs_down,stk_hostility",impolite,train
853,"Wow, deploy it next hour, obviously.",,,impolite,val
854,Stop making it unclear. make it right. done,👎,"thumbs_down,stk_hostility",impolite,val
855,"Wow, thanks for nothing. deploy",😬,,impolite,val
856,"Wow, thanks for nothing. ship",😠,"thumbs_down,stk_hostility",impolite,train
857,This branch is unclear. do it again. ship,👎,"thumbs_down,stk_hostility",impolite,test
858,Why is this still not fixed? detail,🙄,"eyeroll,stk_hostility",impolite,train
