id,text,emojis,sticker_tags,label,split
475,This is useful. Could you also check the other part?,😄,gasp,polite,test
476,"Thanks, Got it. add a note",🙂,popcorn,polite,test
477,"Hello, your PR looks great. context",👏,slow-clap,polite,test
478,It would be careful if you can explain it ASAP. time,🤝,calendar,polite,train
479,"Can you review this after lunch, ? check",🥳,alarm,polite,train
480,"Thanks, Got it. ping me if stuck tone",😉,popcorn,polite,train
481,Understood. Let me know if you need help. nice,🤩,100,polite,train
482,I appreciate the change. again,🤩,mindblown,polite,train
483,Please explain the change next hour.,😌,hug,polite,train
484,"Thanks, Got it. we can sync later fine",😌,guitar,polite,train
485,This is clear. Could you also review the other part?,😊,target,polite,test
486,"Can you send this by EOD, please? check",👍,cry,polite,train
487,I appreciate the branch. wow,🎉,facepalm,polite,train
488,It would be thoughtful if you can check it today. check,🤦,medal,polite,train
489,It would be clear if you can explain it when you can. send,🙂,dart,polite,val
490,Please confirm the task ASAP. maybe,👏,boo,polite,val
491,"Thanks for the update, that was thoughtful. again",😊,link,polite,train
492,"I finished it; Understood, ping me if stuck. sarcasm",,boo,polite,test
493,Okay. Let me know if you need help. context,🙂,,polite,test
494,Please deploy the work now. thanks,🤦,star,polite,train
495,This is fine. Could you also explain the other part? firm,👏,hourglass,polite,train
496,Could you clarify this by EOD please? update,🙌,,polite,train
497,"Hey, your work looks fine. sarcasm",😉,ghost,polite,val
498,I appreciate the task. version,😌,wave,polite,train
499,I appreciate the doc. update,😉,ok-hand,polite,test
500,Makes sense. Let me know if you need help. okay,👍,thumbs-down,polite,train
501,This idea is confusing. make it right. gentle,💢,tears-of-joy,impolite,train
502,"Sure, thanks for nothing. sync",😒,huh,impolite,train
503,That work? messy. fix it.,🤦,gasp,impolite,test
504,"Amazing, confirm it tomorrow, obviously. okay",😏,thumbs-down,impolite,train
505,"Right, thanks for nothing.",😉,whistle,impolite,test
506,"Right, ship it tomorrow, obviously. clarify",✨,huh,impolite,val
507,"Wow, clarify it by EOD, obviously. clean",😡,alarm,impolite,train
508,That change? unacceptable. make it right.,😕,hearts,impolite,train
509,This idea is messy. do it properly. okay,😓,,impolite,test
510,This change is messy. do it properly.,😬,target,impolite,val
511,Sure. and do it properly. note,😒,wave,impolite,test
512,Why is this still not checked? firm,😤,ghost,impolite,train
513,"Nice, clean it by EOD, obviously.",💢,facepalm-hard,impolite,train
514,This ticket is unacceptable. clean it up.,😤,eyeroll-hard,impolite,train
515,Okay. and clean it up.,😡,rainbow,impolite,train
516,"Nice, thanks for nothing.",😐,sleepy,impolite,train
517,That work? careless. redo it. please,😡,cry,impolite,train
518,That change? rushed. fix it. explain,😤,100,impolite,train
519,This update is unacceptable. clean it up. sync,,wave,impolite,train
520,You reviewed it? Whatever. check the guide. version,😠,skull,impolite,train
521,That work? not great. do it properly. later,😑,whistle,impolite,test
522,"Nice, thanks for nothing.",😁,victory,impolite,train
523,That module? confusing. do it properly. thanks,,music,impolite,train
524,"Great, thanks for nothing.",😐,pray,impolite,train
525,"Wow, clean it now, obviously.",🤦,applause,impolite,val
526,"Nice, check it next hour, obviously. maybe",😠,wifi,impolite,train
527,That PR? unclear. make it right. sure,👎,boo,impolite,train
528,Yeah. and redo it. done,😕,trophy,impolite,train
529,Stop making it not great. clean it up.,😏,hearts,impolite,train
530,You clarified it? Okay. follow the template.,😐,skull,impolite,train
531,You deployed it? Fine. follow the template.,😁,yawn,impolite,train
532,Be serious. Redo it today. sarcasm,😕,,impolite,train
533,Be serious. Do it properly ASAP. fix,🤦,lock,impolite,train
534,That change? unacceptable. fix it. help,😤,camera,impolite,train
535,Why is this still not checked? clean,😑,salute,impolite,train
536,You redid it? Okay. read the doc.,😏,chart-down,impolite,train
537,This module is careless. clean it up. context,👏,angry,impolite,train
538,"Amazing, thanks for nothing. context",😁,wink,impolite,train
539,You sent it? Yeah. read the doc. really,🤦,wink,impolite,train
540,"Amazing, thanks for nothing.",,,impolite,train
541,"Right, thanks for nothing. fix",🙂,bell,impolite,val
542,Yeah. and do it again. gentle,🙄,,impolite,train
543,Okay. and clean it up. okay,👎,guitar,impolite,train
544,Be serious. Redo it today. sure,💢,thumbs-down,impolite,train
545,Be serious. Make it right ASAP. work,😐,,impolite,train
546,"Great, thanks for nothing.",,chart-down,impolite,train
547,This work is not great. do it properly. work,😒,boom,impolite,test
548,Stop making it confusing. do it again. firm,😁,neutral,impolite,train
549,"Nice, deploy it today, obviously.",😒,huh,impolite,train
550,"Amazing, thanks for nothing. version",😒,mic-drop,impolite,train
551,"Wow, update it ASAP, obviously. maybe",😏,lightbulb,impolite,train
552,You cleaned it? Okay. follow the template. stop,😒,nerd,impolite,train
553,Why is this still not redone? now,😬,check,impolite,train
554,This module is rushed. do it properly. already,😡,question,impolite,val
555,That doc? sloppy. redo it. firm,😐,hearts,impolite,train
556,Stop making it sloppy. do it again. wow,👎,bell,impolite,test
557,Stop making it confusing. redo it. now,😐,paperclip,impolite,val
558,"Amazing, review it now, obviously. okay",😤,hourglass,impolite,train
559,That update? rushed. do it again. sync,🤦,rainbow,impolite,train
560,This PR is rushed. clean it up. confirm,😐,chain,impolite,train
561,Be serious. Fix it when you can. deploy,😒,popcorn,impolite,test
562,You cleaned it? Fine. learn the process. help,😠,fire,impolite,test
563,That update? rushed. redo it. already,💢,yawn,impolite,test
564,Right. and do it again.,🙂,ok,impolite,val
565,That ticket? careless. do it properly.,💢,party,impolite,test
566,Okay. and clean it up.,😐,blush,impolite,test
567,Be serious. Do it properly after lunch. again,🙄,nerd,impolite,test
568,This doc is messy. do it properly. again,😏,,impolite,train
569,This doc is half-done. do it again.,😕,,impolite,train
570,"Great, thanks for nothing. fine",🤦,angry,impolite,train
571,Be serious. Do it properly ASAP. explain,😕,boo-hard,impolite,train
572,"Amazing, update it next hour, obviously.",😕,zzz,impolite,train
573,Stop making it rushed. do it again. detail,😓,salute,impolite,train
574,"Great, thanks for nothing.",😤,,impolite,test
575,That task? rushed. do it again. fix,😑,check,impolite,val
576,Okay. and fix it. stop,🤦,eyerub,impolite,train
577,Stop making it sloppy. redo it.,😠,,impolite,train
578,Be serious. Do it again after lunch. fix,😉,cheers,impolite,val
579,This work is not great. fix it. wow,🙄,slow-clap,impolite,train
580,"Nice, thanks for nothing. version",😉,zzz,impolite,train
581,Be serious. Make it right by EOD. work,😒,,impolite,train
582,That task? messy. fix it. stop,😓,,impolite,train
583,Why is this still not fixed?,👏,lightbulb,impolite,train
584,"Great, clarify it by EOD, obviously.",🙄,bulb,impolite,train
585,Right. and fix it.,😬,boo-hard,impolite,train
586,Why is this still not checked? firm,😬,eyeroll,impolite,train
587,Be serious. Do it properly ASAP.,😒,chart-up,impolite,train
588,Okay. and do it properly. please,💢,thumbs-up,impolite,train
589,This change is rushed. make it right. already,😒,,impolite,train
590,"Wow, check it today, obviously.",🙂,hearts,impolite,train
591,Stop making it rushed. redo it. nice,😠,chart-down,impolite,train
592,Why is this still not checked? help,😉,drum,impolite,train
593,"Nice, thanks for nothing.",👎,chain,impolite,test
594,Why is this still not deployed?,😏,eyeroll,impolite,train
595,"Wow, thanks for nothing. sync",😒,,impolite,train
596,"Amazing, update it by EOD, obviously.",👎,mic-drop,impolite,train
597,That branch? rushed. clean it up. explain,🤦,sweat,impolite,train
598,"Sure, thanks for nothing.",😡,lightbulb,impolite,train
599,Fine. and do it properly. tone,😕,cheers,impolite,train
600,You redid it? Right. read the doc. ship,😕,hearts,impolite,train
601,Why is this still not checked? explain,🙄,guitar,impolite,test
602,Be serious. Fix it before standup. really,,sleepy,impolite,train
603,Fine. and redo it. clarify,😤,link,impolite,train
604,Stop making it unacceptable. make it right.,😐,pointer,impolite,train
605,Be serious. Do it properly before standup. help,👍,sweat,impolite,train
606,That change? confusing. fix it. please,😬,100,impolite,train
607,This module is rushed. make it right.,💢,,impolite,train
608,This branch is careless. redo it.,😏,,impolite,val
609,That patch? confusing. redo it.,😑,,impolite,train
610,"Sure, thanks for nothing.",🤦,unlock,impolite,val
611,You explained it? Fine. follow the template. deploy,😐,eyerub,impolite,train
612,Be serious. Fix it now. clarify,💢,drum,impolite,train
613,You cleaned it? Sure. learn the process. idea,😏,blush,impolite,val
614,Be serious. Make it right tomorrow. thanks,✨,,impolite,train
615,That idea? unclear. make it right.,😠,check,impolite,test
616,Be serious. Fix it after lunch.,😐,,impolite,train
617,That ticket? confusing. do it again.,💢,medal,impolite,train
618,That task? half-done. clean it up. sync,👎,,impolite,train
619,This task is careless. do it properly. done,💢,shrug,impolite,train
620,This task is unclear. do it again. great,👏,question,impolite,val
621,Stop making it careless. make it right.,😉,rainbow,impolite,train
622,That change? messy. do it properly. help,😕,salute,impolite,train
623,This change is careless. do it properly.,😐,mindblown,impolite,train
624,Why is this still not finished?,😓,rainbow,impolite,train
625,Stop making it half-done. do it again. review,🙂,cross,impolite,val
626,Be serious. Make it right tomorrow. wow,✨,key,impolite,train
627,Stop making it confusing. make it right.,😬,skull,impolite,train
628,"Sure, review it when you can, obviously.",😤,applause,impolite,val
629,Why is this still not cleaned?,😐,guitar,impolite,train
630,That work? rushed. do it again. fix,😬,bicep,impolite,train
631,Stop making it half-done. do it again.,😡,music,impolite,train
632,This ticket is messy. do it again.,😠,slow-clap,impolite,train
633,Right. and do it again.,😓,cry,impolite,val
634,This change is messy. do it again. update,🤦,rocket,impolite,train
635,Okay. and redo it. send,😡,cross,impolite,train
636,This change is half-done. do it properly. fine,🤦,skull,impolite,train
637,Why is this still not deployed?,🤦,chart-up,impolite,train
638,"Amazing, deploy it now, obviously. now",😕,boo-hard,impolite,val
639,Be serious. Clean it up ASAP.,😐,,impolite,train
640,Why is this still not explained? sure,😤,applause,impolite,val
641,Why is this still not redone? review,🙄,alarm,impolite,train
642,Why is this still not clarified? redo,😕,note,impolite,val
643,"Sure, thanks for nothing. really",😉,neutral,impolite,val
644,Sure. and make it right.,😑,,impolite,train
645,Be serious. Redo it next hour. okay,👎,,impolite,train
646,Stop making it unacceptable. fix it.,😕,guitar,impolite,val
647,"Wow, explain it tomorrow, obviously. ping",😓,applause,impolite,test
648,Stop making it unacceptable. do it properly. really,😐,rocket,impolite,test
649,"Great, thanks for nothing. help",😏,tears-of-joy,impolite,val
650,Why is this still not fixed? deploy,😏,unlock,impolite,train
651,You clarified it? Yeah. read the doc. now,😕,satellite,impolite,train
652,Be serious. Do it properly soon. great,😑,tada,impolite,train
653,"Right, explain it when you can, obviously. deploy",😤,slow-clap,impolite,train
654,Be serious. Do it again tomorrow.,😠,party-popper,impolite,train
655,Be serious. Fix it next hour.,🤦,satellite,impolite,val
656,This work is confusing. do it properly.,😬,,impolite,train
657,Fine. and make it right. help,😬,salute,impolite,train
658,Stop making it half-done. do it again. great,😕,sleepy,impolite,train
659,You finished it? Okay. try again properly.,🤦,ghost,impolite,train
660,This report is careless. fix it. sarcasm,😤,check,impolite,train
661,Stop making it not great. redo it. review,😬,,impolite,train
662,You updated it? Yeah. follow the template. fix,,angry,impolite,test
663,"Right, thanks for nothing. clarify",😠,,impolite,train
664,Why is this still not fixed?,😡,,impolite,test
665,Stop making it half-done. make it right. ship,👏,wave,impolite,train
666,Stop making it unclear. fix it. already,😑,antenna,impolite,train
667,This work is not great. do it properly. context,😐,,impolite,train
668,Whatever. and clean it up. send,🙂,,impolite,train
669,Be serious. Redo it ASAP.,🤦,chart-down,impolite,train
670,Stop making it messy. clean it up. note,👍,popcorn,impolite,train
671,"Nice, explain it soon, obviously.",🙄,explode,impolite,train
672,Why is this still not updated?,😐,shrug,impolite,val
673,Be serious. Make it right after lunch. version,😠,slow-clap,impolite,train
674,Why is this still not checked?,😑,neutral,impolite,train
675,"Right, thanks for nothing.",😬,facepalm-hard,impolite,test
676,That change? unclear. fix it. firm,😬,trophy,impolite,train
677,Be serious. Make it right before standup. context,😓,,impolite,val
678,That change? unacceptable. make it right. nice,😐,pointer,impolite,train
679,Stop making it unacceptable. redo it. sync,🤦,sleepy,impolite,train
680,Whatever. and redo it. stop,😕,,impolite,train
681,This report is confusing. make it right.,😠,sigh,impolite,train
682,Be serious. Do it properly soon. maybe,😉,boom-hard,impolite,test
683,You checked it? Whatever. check the guide. now,😏,cry,impolite,train
684,"Right, finish it ASAP, obviously. nice",😕,hourglass,impolite,test
685,Why is this still not explained? confirm,💢,star2,impolite,train
686,"Wow, thanks for nothing. sarcasm",👍,,impolite,train
687,Why is this still not redone? nice,😬,salute,impolite,test
688,"Sure, deploy it tomorrow, obviously.",😒,star2,impolite,train
689,Why is this still not reviewed?,😐,thumbs-up,impolite,train
690,Right. and make it right. time,😠,gasp,impolite,train
691,You explained it? Right. follow the template. confirm,✨,,impolite,val
692,Whatever. and fix it. ping,😤,trophy,impolite,val
693,This ticket is rushed. do it again. clarify,😡,clap,impolite,train
694,That doc? not great. clean it up. note,😐,satellite,impolite,train
695,Stop making it careless. do it again. really,😁,,impolite,train
696,"Right, thanks for nothing.",😤,boom-hard,impolite,train
697,That idea? rushed. clean it up.,🙄,boom,impolite,train
698,This doc is messy. make it right. note,😏,,impolite,train
699,Why is this still not deployed? again,😬,boo-hard,impolite,val
700,This work is half-done. redo it.,😒,huh,impolite,test
701,That ticket? unacceptable. do it again. deploy,😕,nerd,impolite,test
702,"Wow, clean it today, obviously. done",😤,boo,impolite,test
703,"Sure, clarify it now, obviously. deploy",😏,yawn,impolite,test
704,Stop making it unacceptable. do it properly. okay,😏,eyerub,impolite,train
705,This doc is unclear. do it properly. maybe,😐,eyeroll,impolite,train
706,This PR is confusing. clean it up. check,😓,lock,impolite,train
707,Okay. and redo it. help,😤,cheers,impolite,train
708,"Amazing, clarify it before standup, obviously. redo",💢,,impolite,train
709,Stop making it rushed. clean it up. review,😕,sweat,impolite,train
710,This idea is half-done. fix it. nice,😠,sunglasses,impolite,val
711,Why is this still not fixed? ship,,huh,impolite,train
712,"Right, thanks for nothing. confirm",✨,pointer,impolite,train
713,Yeah. and fix it. explain,😕,zzz,impolite,train
714,Why is this still not cleaned? clarify,🙄,zzz,impolite,train
715,Stop making it unacceptable. redo it. note,,note,impolite,train
716,"Sure, finish it now, obviously.",💢,hourglass,impolite,train
717,This ticket is not great. do it properly.,😕,,impolite,train
718,Be serious. Make it right today. maybe,😐,shrug,impolite,train
719,Be serious. Redo it ASAP. fix,🙄,nerd,impolite,train
720,Be serious. Redo it now. idea,😤,eyeroll-hard,impolite,test
721,Be serious. Make it right next hour.,😐,zzz,impolite,train
722,You explained it? Right. learn the process. clarify,💢,pointer,impolite,train
723,Okay. and redo it.,😬,,impolite,train
724,"Sure, thanks for nothing.",😕,trophy,impolite,train
725,"Right, thanks for nothing. already",😬,sweat,impolite,test
726,Right. and clean it up. tone,😠,,impolite,test
727,"Nice, send it after lunch, obviously. now",😒,wink,impolite,test
728,"Nice, thanks for nothing.",🙄,nerd,impolite,test
729,Why is this still not redone? thanks,,,impolite,train
730,You finished it? Right. slow down and think. nice,🙂,coffee,impolite,test
731,"Nice, thanks for nothing. context",😤,hearts,impolite,train
732,You finished it? Yeah. read the doc. clean,😤,calendar,impolite,train
733,That work? messy. fix it. clarify,😏,,impolite,train
734,Why is this still not sent? time,😓,hug,impolite,val
735,Yeah. and fix it. firm,😐,,impolite,train
736,Stop making it rushed. make it right.,😕,grimace,impolite,val
737,"Wow, update it when you can, obviously. help",🤦,key,impolite,train
738,You cleaned it? Okay. slow down and think. check,😡,,impolite,train
739,This change is half-done. clean it up. send,😤,wink,impolite,test
740,You checked it? Right. slow down and think.,😐,,impolite,train
741,Be serious. Redo it by EOD. tone,😏,,impolite,train
742,Why is this still not checked? idea,🤦,,impolite,train
743,You deployed it? Whatever. check the guide.,,medal,impolite,val
744,That patch? messy. make it right.,😡,unlock,impolite,train
745,Be serious. Do it properly ASAP. okay,😒,blush,impolite,val
746,Be serious. Clean it up after lunch. gentle,👍,hmm,impolite,train
747,Okay. and do it properly. redo,😤,calendar,impolite,train
748,Be serious. Clean it up soon. gentle,😉,explode,impolite,test
749,You deployed it? Okay. follow the template. time,😐,unlock,impolite,test
750,"Nice, deploy it today, obviously. explain",😐,cross,impolite,train
751,"Right, thanks for nothing. update",,question,impolite,train
752,"Sure, thanks for nothing. time",😒,,impolite,train
753,That branch? not great. make it right.,🙄,huh,impolite,train
754,Be serious. Fix it ASAP. sync,😏,,impolite,train
755,That ticket? confusing. fix it.,😐,thumbs-side,impolite,train
756,"Great, thanks for nothing. version",✨,mindblown,impolite,train
757,This change is messy. clean it up. fix,👍,chain,impolite,train
758,That PR? rushed. make it right.,😓,tada,impolite,val
759,That report? sloppy. clean it up. clean,😓,,impolite,train
760,"Amazing, update it today, obviously. okay",😏,eyeroll,impolite,train
761,"Right, finish it tomorrow, obviously. stop",😕,note,impolite,train
762,Fine. and clean it up.,😏,question,impolite,train
763,Okay. and make it right. check,😤,,impolite,train
764,Yeah. and fix it. explain,👏,100,impolite,test
765,Why is this still not checked? nice,😑,rainbow,impolite,train
766,Stop making it unacceptable. clean it up. explain,😏,shrug,impolite,val
767,This PR is unclear. do it properly. fix,😑,eyeroll-hard,impolite,val
768,That change? rushed. make it right. check,👏,explode,impolite,train
769,This work is half-done. make it right. clarify,😓,chip,impolite,val
770,"Sure, send it today, obviously.",😬,dart,impolite,test
771,Stop making it confusing. fix it.,😒,,impolite,val
772,You fixed it? Whatever. learn the process. redo,😐,ok-hand,impolite,test
773,This work is not great. fix it. later,,battery,impolite,test
774,That task? unacceptable. make it right. sync,😓,tada,impolite,val
775,That ticket? unclear. make it right. help,😤,camera,impolite,train
776,You deployed it? Sure. try again properly. ship,😐,exclamation,impolite,test
777,Okay. and clean it up. version,😤,battery,impolite,test
778,You clarified it? Whatever. slow down and think. maybe,🤦,bulb,impolite,train
779,Why is this still not deployed?,👏,camera,impolite,train
780,"Sure, thanks for nothing.",🤦,salute,impolite,test
781,This ticket is careless. do it again.,🙄,lock,impolite,train
782,Be serious. Do it properly after lunch. nice,🤦,target,impolite,val
783,Stop making it unclear. fix it. fine,🤦,unlock,impolite,test
784,That report? sloppy. make it right. thanks,,,impolite,train
785,"Right, finish it tomorrow, obviously. nice",😓,video,impolite,train
786,Whatever. and do it properly.,👏,hmm,impolite,train
787,Be serious. Fix it when you can. maybe,,,impolite,train
788,Stop making it half-done. do it properly.,😓,sleepy,impolite,train
789,"Great, deploy it after lunch, obviously. time",😐,rainbow,impolite,train
790,Okay. and make it right. okay,👎,plug,impolite,val
791,"Great, thanks for nothing. note",,,impolite,val
792,Why is this still not redone? review,😠,,impolite,test
793,That update? sloppy. do it again. context,😑,sweat,impolite,train
794,Stop making it careless. do it again. update,👏,bell,impolite,train
795,You sent it? Yeah. slow down and think. idea,😕,,impolite,val
796,"Sure, thanks for nothing. again",🙄,gasp,impolite,val
797,"Right, explain it next hour, obviously. sync",👎,,impolite,train
798,"Great, review it soon, obviously.",😡,victory,impolite,val
799,Fine. and redo it.,😉,eyerub,impolite,train
800,This patch is rushed. clean it up.,,nerd,impolite,train
801,Why is this still not clarified? okay,😒,ghost,impolite,train
802,This PR is unclear. redo it. already,😬,wifi,impolite,train
803,That change? not great. clean it up. sync,😏,battery,impolite,train
804,This PR is unclear. fix it. idea,✨,,impolite,train
805,That ticket? not great. fix it. version,💢,grimace,impolite,test
806,Be serious. Redo it when you can. fix,😤,nerd,impolite,test
807,Be serious. Redo it by EOD. wow,👎,music,impolite,train
808,"Amazing, send it next hour, obviously. note",😏,whistle,impolite,train
809,That work? confusing. do it again. check,😡,paperclip,impolite,train
810,Okay. and redo it.,😠,dart,impolite,val
811,Right. and clean it up. context,😡,mindblown,impolite,train
812,Sure. and clean it up. clean,😒,boo,impolite,train
813,Sure. and fix it. review,😐,cross,impolite,test
814,"Great, thanks for nothing.",🙄,chain,impolite,train
815,That idea? confusing. redo it. stop,😓,lock,impolite,train
816,That patch? unacceptable. redo it.,,exclamation,impolite,test
817,"Nice, thanks for nothing.",😁,ok,impolite,train
818,Stop making it careless. clean it up. maybe,👎,whistle,impolite,train
819,Stop making it confusing. clean it up. nice,😐,trophy,impolite,test
820,This branch is messy. clean it up.,😡,ghost,impolite,train
821,Be serious. Do it again today.,😑,mindblown,impolite,val
822,That update? confusing. do it again. detail,😏,,impolite,test
823,"Nice, clarify it after lunch, obviously.",👍,rocket,impolite,train
824,This update is careless. fix it.,😡,,impolite,train
825,That patch? rushed. clean it up. sync,😬,battery,impolite,train
826,"Wow, thanks for nothing. update",😕,coffee,impolite,val
827,Why is this still not finished?,🙄,alarm,impolite,train
828,Fine. and make it right. send,😒,boo-hard,impolite,train
829,This patch is rushed. do it properly. help,🙄,,impolite,train
830,Stop making it unacceptable. make it right. now,😐,,impolite,train
831,Okay. and do it properly. sure,💢,gasp,impolite,train
832,Be serious. Do it properly soon. check,😐,neutral,impolite,test
833,Stop making it sloppy. do it again. wow,😕,tears-of-joy,impolite,train
834,Fine. and redo it. fix,😁,pointer,impolite,train
835,That work? not great. do it again.,😬,,impolite,train
836,This doc is unacceptable. redo it.,😁,boo,impolite,train
837,That patch? unacceptable. do it properly.,😐,star2,impolite,train
838,"Right, finish it next hour, obviously.",🙄,key,impolite,train
839,That ticket? not great. clean it up. confirm,💢,nerd,impolite,test
840,Whatever. and make it right. deploy,👍,,impolite,test
841,This doc is unclear. fix it. time,😑,,impolite,test
842,This doc is unclear. fix it. help,😕,blush,impolite,train
843,"Right, thanks for nothing. okay",🙂,,impolite,train
844,"Nice, thanks for nothing.",👎,,impolite,train
845,Whatever. and do it again.,😤,salute,impolite,val
846,That change? messy. redo it. fine,😐,key,impolite,train
847,Fine. and fix it.,😏,,impolite,train
848,This ticket is rushed. make it right.,😐,video,impolite,train
849,Why is this still not deployed? clean,,facepalm-hard,impolite,val
850,Why is this still not explained? gentle,😉,neutral,impolite,train
851,That idea? not great. redo it.,✨,,impolite,train
852,This idea is unacceptable. do it properly.,👎,dart,impolite,train
853,"Wow, deploy it next hour, obviously.",,chip,impolite,val
854,Stop making it unclear. make it right. done,👎,hmm,impolite,val
855,"Wow, thanks for nothing. deploy",😬,unlock,impolite,val
856,"Wow, thanks for nothing. ship",😠,,impolite,train
857,This branch is unclear. do it again. ship,👎,skull,impolite,test
858,Why is this still not fixed? detail,🙄,salute,impolite,train
859,You updated it? Fine. check the guide. idea,👍,key,impolite,train
860,You sent it? Yeah. check the guide. update,💢,guitar,impolite,train
861,Sure. and do it properly. version,🤦,trophy,impolite,test
862,This PR is unclear. redo it.,😐,slow-clap,impolite,val
863,Why is this still not finished? great,👍,idea,impolite,test
864,That report? messy. do it again. deploy,😬,nerd,impolite,val
865,Right. and clean it up. time,,pinch,impolite,train
866,Be serious. Do it again ASAP. context,😤,,impolite,train
867,You updated it? Sure. try again properly.,👍,tea,impolite,train
868,"Amazing, review it by EOD, obviously. context",👍,victory,impolite,train
869,Fine. and clean it up. help,😐,glow,impolite,train
870,Why is this still not checked? redo,🤦,spark,impolite,train
871,This idea is rushed. make it right.,😐,boo-hard,impolite,train
872,Stop making it unacceptable. do it again. wow,😒,,impolite,test
873,This idea is careless. redo it.,😬,,impolite,train
874,"Sure, clarify it tomorrow, obviously. sync",😓,,impolite,train
875,Stop making it messy. clean it up.,😁,bicep,impolite,train
876,You explained it? Okay. slow down and think. sync,👎,tears-of-joy,impolite,test
877,Stop making it unclear. make it right. gentle,,tears-of-joy,impolite,train
878,This PR is sloppy. make it right.,💢,zzz,impolite,train
879,This patch is unclear. do it properly.,😑,wifi,impolite,test
880,You deployed it? Yeah. read the doc.,✨,thumbs-side,impolite,train
881,Right. and fix it.,👎,mic-drop,impolite,train
882,Okay. and fix it.,😕,battery,impolite,train
883,Be serious. Make it right by EOD.,🙂,drum,impolite,train
884,You clarified it? Okay. learn the process. really,🙄,exclamation,impolite,val
885,Stop making it messy. do it properly. note,😒,,impolite,val
886,Be serious. Redo it soon.,😕,boom-hard,impolite,train
887,Fine. and fix it. firm,🙄,lightbulb,impolite,test
888,"Wow, update it tomorrow, obviously. done",🙄,salute,impolite,train
889,Why is this still not explained? stop,,applause,impolite,train
890,"Wow, thanks for nothing. clean",👏,paperclip,impolite,train
891,Be serious. Do it properly today. update,😬,,impolite,train
892,Why is this still not reviewed? already,👍,camera,impolite,train
893,Why is this still not fixed? time,🙄,target,impolite,train
894,Be serious. Fix it when you can. maybe,😏,lightbulb,impolite,val
895,Stop making it half-done. clean it up. redo,😏,calendar,impolite,train
896,"Wow, check it when you can, obviously. gentle",😑,key,impolite,train
897,"Sure, clarify it when you can, obviously.",😡,lock,impolite,val
898,"Right, thanks for nothing. detail",👎,popcorn,impolite,test
899,Sure. and redo it. tone,🙄,pinch,impolite,train
900,"Wow, confirm it today, obviously. context",😕,hearts,impolite,train
901,Be serious. Redo it after lunch. confirm,😒,ok,impolite,train
902,Right. and do it again. confirm,😏,,impolite,train
903,You sent it? Okay. check the guide.,💢,slow-clap,impolite,train
904,That task? unclear. fix it.,🤦,,impolite,val
905,Be serious. Redo it ASAP. check,😠,bulb,impolite,val
906,Stop making it confusing. make it right.,😓,,impolite,train
907,"Sure, thanks for nothing.",😬,sigh,impolite,train
908,Be serious. Make it right ASAP. send,👏,pinch,impolite,train
909,Whatever. and do it properly. stop,😑,,impolite,train
910,Sure. and do it again.,😓,gasp,impolite,train
911,Why is this still not reviewed? idea,😒,grimace,impolite,train
912,This update is unclear. clean it up.,😑,rocket,impolite,val
913,Stop making it not great. redo it.,😬,fire,impolite,val
914,Why is this still not redone?,🙄,star2,impolite,train
915,That PR? messy. clean it up. confirm,😐,tea,impolite,train
916,This work is messy. redo it. sync,😓,lock,impolite,train
917,Be serious. Redo it ASAP. clean,😕,antenna,impolite,train
918,You reviewed it? Yeah. follow the template.,🤦,,impolite,train
919,This work is careless. make it right.,💢,eyeroll-hard,impolite,train
920,This change is not great. redo it.,😬,bicep,impolite,val
921,"Right, thanks for nothing. sarcasm",😕,chart-up,impolite,train
922,You sent it? Whatever. slow down and think. update,😤,angry,impolite,val
923,You cleaned it? Sure. check the guide. now,😑,facepalm,impolite,train
924,"Amazing, clarify it before standup, obviously. great",😡,link,impolite,train
925,"Great, thanks for nothing. work",🙄,music,impolite,train
926,Stop making it rushed. do it properly. wow,,boom,impolite,val
927,This work is unacceptable. do it properly. okay,😏,hug,impolite,train
928,"Wow, thanks for nothing. review",👎,chart-down,impolite,train
929,You redid it? Right. read the doc. ship,,nerd,impolite,val
930,You fixed it? Whatever. slow down and think.,😡,alarm,impolite,train
931,Why is this still not finished? review,😁,neutral,impolite,train
932,Be serious. Do it properly tomorrow. check,😡,key,impolite,train
933,Why is this still not redone? check,😓,blush,impolite,train
934,Why is this still not updated? firm,🤦,chart-down,impolite,train
935,Be serious. Do it properly tomorrow. clarify,,slow-clap,impolite,val
936,Sure. and fix it. help,😕,note,impolite,train
937,"Nice, thanks for nothing. done",😐,drum,impolite,train
938,Why is this still not redone?,😬,pinch,impolite,train
939,Fine. and clean it up. wow,💢,pinch,impolite,train
940,"Sure, redo it next hour, obviously. version",👎,glow,impolite,train
941,This change is not great. clean it up. redo,😑,,impolite,train
942,You explained it? Fine. try again properly. now,😒,popcorn,impolite,train
943,This report is messy. do it again.,😓,pointer,impolite,train
944,That change? sloppy. make it right. thanks,🙄,bicep,impolite,test
945,Be serious. Fix it now.,😁,question,impolite,train
946,Why is this still not checked? sync,😕,blush,impolite,train
947,That report? half-done. make it right.,😁,star,impolite,train
948,Stop making it careless. redo it. later,🙄,link,impolite,train
949,Right. and clean it up.,👎,ghost,impolite,train
950,You updated it? Okay. slow down and think.,😕,popcorn,impolite,train
951,Why is this still not fixed? great,🙄,boom,impolite,val
952,You cleaned it? Yeah. try again properly. later,😤,sweat,impolite,train
953,Why is this still not redone? great,😠,tea,impolite,train
